,date,title,link
165,20040521,Laborer Dies and 2 Are Hurt as Illegal Balcony Roof Falls - The New York Times,https://www.nytimes.com/2004/05/21/nyregion/laborer-dies-and-2-are-hurt-as-illegal-balcony-roof-falls.html?searchResultPosition=783
166,20000525,METRO NEWS BRIEFS: NEW YORK; Broken Main Floods Several Brooklyn Shops - The New York Times,https://www.nytimes.com/2000/05/25/nyregion/metro-news-briefs-new-york-broken-main-floods-several-brooklyn-shops.html?searchResultPosition=784
167,20050715,A Cry of 'My Baby! My Baby!' Then Hands Digging at Debris - The New York Times,https://www.nytimes.com/2005/07/15/nyregion/a-cry-of-my-baby-my-baby-then-hands-digging-at-debris.html?searchResultPosition=785
168,20061203,Real-Time Traffic Reports? Get Real - The New York Times,https://www.nytimes.com/2006/12/03/automobiles/realtime-traffic-reports-get-real.html?searchResultPosition=788
169,20080303,Engineer Faces Perjury Charge After Fatal Bronx Fire in ’06 - The New York Times,https://www.nytimes.com/2008/03/03/nyregion/03inspect.html?searchResultPosition=794
170,20060728,Senior Official Responsible for Big Dig Project Resigns - The New York Times,https://www.nytimes.com/2006/07/28/us/senior-official-responsible-for-big-dig-project-resigns.html?searchResultPosition=796
171,20050807,CROSS WESTCHESTER; Aftermath of a Park Ride Death - The New York Times,https://www.nytimes.com/2005/08/07/nyregion/cross-westchester-aftermath-of-a-park-ride-death.html?searchResultPosition=803
172,20141222,"Nuclear: Carbon Free, but Not Free of Unease - The New York Times",https://www.nytimes.com/2014/12/23/science/nuclear-carbon-free-but-not-free-of-unease-.html?searchResultPosition=805
173,20090818,Worker Falls Four Stories to His Death When a Scaffold Collapses in Brooklyn - The New York Times,https://www.nytimes.com/2009/08/19/nyregion/19scaffold.html?searchResultPosition=809
174,20090212,Disruption and Death Accompany High Winds - The New York Times,https://www.nytimes.com/2009/02/13/nyregion/13wind.html?searchResultPosition=815
175,20080210,Older Apartments Often Lack Fire Sprinklers - The New York Times,https://www.nytimes.com/2008/02/10/nyregion/nyregionspecial2/10firenj.html?searchResultPosition=818
176,20100207,"At Least 5 Killed in Blast at Power Plant in Middletown, Conn. - The New York Times",https://www.nytimes.com/2010/02/08/nyregion/08explode.html?searchResultPosition=819
177,20000206,YOUR HOME; New Rules Proposed on Fire Safety - The New York Times,https://www.nytimes.com/2000/02/06/realestate/your-home-new-rules-proposed-on-fire-safety.html?searchResultPosition=826
178,20150306,Construction Defects Follow a Brooklyn Building Boom - The New York Times,https://www.nytimes.com/2015/03/08/realestate/construction-defects-follow-a-brooklyn-building-boom.html?searchResultPosition=828
179,20060608,Rabbis Say Private Ritual Baths Like One in Explosion Are Rare - The New York Times,https://www.nytimes.com/2006/06/08/nyregion/rabbis-say-private-ritual-baths-like-one-in-explosion-are-rare.html?searchResultPosition=847
180,20060617,Agency Sues Mining Company in Wake of Fire - The New York Times,https://www.nytimes.com/2006/06/17/washington/17mine.html?searchResultPosition=850
181,20031122,Generator Fumes Suspected in Deaths of 3 in the Bronx - The New York Times,https://www.nytimes.com/2003/11/22/nyregion/generator-fumes-suspected-in-deaths-of-3-in-the-bronx-92354381044.html?searchResultPosition=853
182,20020927,Train Operator Killed After New Rail System to Kennedy Derails - The New York Times,https://www.nytimes.com/2002/09/27/nyregion/train-operator-killed-after-new-rail-system-to-kennedy-derails.html?searchResultPosition=854
183,20020412,Injuries Few Among Crews At Towers Site - The New York Times,https://www.nytimes.com/2002/04/12/nyregion/injuries-few-among-crews-at-towers-site.html?searchResultPosition=859
184,20110628,Foreman Acquitted of Manslaughter in Fatal Deutsche Bank Fire - The New York Times,https://www.nytimes.com/2011/06/29/nyregion/salvatore-depaola-acquitted-in-deutsche-bank-blaze.html?searchResultPosition=866
185,20091030,Buildings Dept. Woes Remain Blot on Mayor Bloomberg’s Record - The New York Times,https://www.nytimes.com/2009/10/31/nyregion/31buildings.html?searchResultPosition=869
186,20121202,Tunnel Collapses Outside Tokyo Kills Nine - The New York Times,https://www.nytimes.com/2012/12/03/world/asia/tunnel-collapse-outside-tokyo-traps-motorists.html?searchResultPosition=873
187,20060617,Agency Sues Mining Company in Wake of Fire - The New York Times,https://www.nytimes.com/2006/06/17/washington/agency-sues-mining-company-in-wake-of-fire.html?searchResultPosition=880
188,20040327,Driver Killed And Traffic Is Tied Up At Goethals - The New York Times,https://www.nytimes.com/2004/03/27/nyregion/driver-killed-and-traffic-is-tied-up-at-goethals.html?searchResultPosition=889
189,20171214,Preparing the Best for the Worst - The New York Times,https://www.nytimes.com/2017/12/14/nyregion/preparing-the-best-for-the-worst.html?searchResultPosition=896
190,20090104,Manslaughter Charges Expected for Rigger in Crane Collapse - The New York Times,https://www.nytimes.com/2009/01/05/nyregion/05fall.html?searchResultPosition=902
191,20090423,New Evidence for Defense in Firefighters’ Death at Deutsche Bank - The New York Times,https://www.nytimes.com/2009/04/24/nyregion/24deutsche.html?searchResultPosition=906
192,20080404,Gas-Line Rupture Reduces a Westchester Builder’s Project to Rubble - The New York Times,https://www.nytimes.com/2008/04/04/nyregion/04explode.html?searchResultPosition=915
193,20080516,100 feared dead in Nigerian pipeline fire - The New York Times,https://www.nytimes.com/2008/05/16/world/africa/16iht-16nigeria.12944762.html?searchResultPosition=922
194,20010924,"A NATION CHALLENGED: THE SITE; At the Scene of Random Devastation, a Most Orderly Mission - The New York Times",https://www.nytimes.com/2001/09/24/nyregion/nation-challenged-site-scene-random-devastation-most-orderly-mission.html?searchResultPosition=929
195,20020427,Reports Differ on Causes of Taiwan Runway Crash That Killed 83 - The New York Times,https://www.nytimes.com/2002/04/27/world/reports-differ-on-causes-of-taiwan-runway-crash-that-killed-83.html?searchResultPosition=934
196,20010327,Family Struggles to Save Hyundai - The New York Times,https://www.nytimes.com/2001/03/27/business/family-struggles-to-save-hyundai.html?searchResultPosition=935
197,20050503,Japanese helicopter crash kills 5 - The New York Times,https://www.nytimes.com/2005/05/03/world/asia/japanese-helicopter-crash-kills-5.html?searchResultPosition=949
198,20081010,"2 endorsements of nuclear power, but sharp differences on details - The New York Times",https://www.nytimes.com/2008/10/10/world/americas/10iht-10nuclear.16836884.html?searchResultPosition=957
199,20091018,"Bianca Kuros Dead and 3 Hurt in Fire in Flushing, Queens - The New York Times",https://www.nytimes.com/2009/10/19/nyregion/19mayhem.html?searchResultPosition=959
200,20000221,CUTTING CORNERS: A special report.; Builders' Self-Policing Failed Before Brooklyn Floor Did - The New York Times,https://www.nytimes.com/2000/02/21/nyregion/cutting-corners-special-report-builders-self-policing-failed-before-brooklyn.html?searchResultPosition=962
201,20160115,Workers Sickened at House Office Building  - The New York Times,https://www.nytimes.com/2016/01/16/us/workers-sickened-at-house-office-building.html?searchResultPosition=965
202,20050711,Six-Lane Highways for the Mediterranean Island of Ibiza - The New York Times,https://www.nytimes.com/2005/07/11/international/europe/sixlane-highways-for-the-mediterranean-island-of-ibiza.html?searchResultPosition=978
203,20030207,Metro Briefing: New York - The New York Times,https://www.nytimes.com/2003/02/07/nyregion/metro-briefing-new-york.html?searchResultPosition=981
